partNumber,depth,height,length,weight
"B822-56S,B822-56S,024052882155","20.75","18","79.5","132"
"B822-57,B822-57,024052882162","4.63","68","63","78"
"B822-58,B822-58,024052882179","4.63","68","79","92"
"B822-92,B822-92,024052882186","19.13","26.75","27.63","70"
"B822-94,B822-94,024052882193","85","17","78.5","37.4"
"B822-97,B822-97,024052882285","81.13","16.88","78.5","44"
"B833-31,B833-31,024052906189","19","40","62","191.4"
"B833-36,B833-36,024052906196","1.5","35","42.5","41.8"
"B833-46,B833-46,024052906202","19","56","42","200.2"
"B833-54,B833-54,024052906219","5.5","15","64.75","50.6"
"B833-56,B833-56,024052906226","5.5","15","80","55"
"B833-57,B833-57,024052906233","86.5","54","64.75","118.8"
"B833-58,B833-58,024052906240","86.5","54","80.75","176"
"B833-92,B833-92,024052906257","19","27.5","26.5","70.4"
"B833-94,B833-94,024052906264","84.25","5.25","80","30.8"
"B833-97,B833-97,024052906271","80.5","5.25","80","28.6"
"B841-31,B841-31,024052868791","20","42.75","65.5","229"
"B841-36,B841-36,024052868807","3","33.13","46.75","46"
"B841-46,B841-46,024052868814","20.13","57.5","42.13","203"
"B841-54,B841-54,024052868821","84.5","23.25","64.5","106"
"B841-56,B841-56,024052868838","84.5","23.25","80.5","122"
"B841-57,B841-57,024052868845","4","63.38","64.88","106"
"B841-58,B841-58,024052868852","4","63.38","81","124"
"B841-92,B841-92,024052868869","18.25","26.75","29","73"
"B841-94,B841-94,024052868876","88.5","23.25","80.5","131"
"B844-31,B844-31,024052869835","19.25","44.25","63.75","198"
"B844-36,B844-36,024052869842","2","34","46.13","37"
"B844-46,B844-46,024052869859","19.25","58.25","42","167"
"B844-54S,B844-54S,024052869866","22.13","21.75","65.5","65"
"B844-56S,B844-56S,024052869873","22.13","21.75","81.5","77"
"B844-57,B844-57,024052869880","3","68.13","65.5","111"
"B844-58,B844-58,024052869897","3","68.13","81.5","131"
"B844-93,B844-93,024052869903","18.25","26.63","28.13","62"
"B844-94,B844-94,024052869910","84.88","18.88","79","63"
"B844-97,B844-97,024052869927","80.88","18.88","79","52"
"B895-31,B895-31,024052906288","19","42","62","257.4"
"B895-36,B895-36,024052906295","1.5","33","44","48.4"
"B895-46,B895-46,024052906301","19","54.25","38","215.6"
"B895-54,B895-54,024052906318","3","16","63.5","88"
"B895-56,B895-56,024052906325","3","16","79.5","112"
"B895-57,B895-57,024052906332","3.75","62","63.25","48.4"
"B895-58,B895-58,024052906349","3.75","62","79.25","55"
"B895-93,B895-93,024052906356","18","30","27","88"
"B895-94,B895-94,024052906363","86","10","80.25","121"
"B916-31,B916-31,024052871197","19.13","42.13","68","201"
"B916-36,B916-36,024052871203","3.75","38.5","51.38","53"
"B916-46,B916-46,024052871210","19.13","56","42","161"
"B916-54,B916-54,024052871227","6","30","65.38","109"
"B916-56,B916-56,024052871234","6","30","81.63","125"
"B916-57,B916-57,024052871241","7.25","72.13","68.88","137"
"B916-58,B916-58,024052871258","7.25","72.13","85","156"
"B916-93,B916-93,024052871265","19.13","28.75","29","78"
"B916-94,B916-94,024052871272","86.25","18","80.5","57.2"
"B916-97,B916-97,024052871289","81.5","18.25","78.38","46"
"B924-31,B924-31,024052852486","21.88","42","69.38","266"
"B924-36,B924-36,024052852493","1.75","31.88","46","37"
"B924-46,B924-46,024052852509","20.63","58","42","204"
"B924-54,B924-54,024052852516","83.88","26.25","64.5","82"
"B924-56,B924-56,024052852523","83.88","26.25","80.5","92"
"B924-57,B924-57,024052852530","7","62","69.5","78"
"B924-58,B924-58,024052852547","7","62","85.5","93"
"B924-93,B924-93,024052852554","20.63","26.5","28","78"
"B924-95,B924-95,024052852561","87.88","26.25","80.5","101"
"B944-31,B944-31,024052906370","20","38.75","73.5","259.6"
"B944-36,B944-36,024052906387","3.5","42.5","45.75","59.4"
"B944-46,B944-46,024052906394","20","54.5","42","200.2"
"B944-54,B944-54,024052906400","11","34.5","66.5","114.4"
"B944-56,B944-56,024052906417","11","34.5","82.5","118.8"
"B944-57,B944-57,024052906424","14","69.5","66.5","134.2"
"B944-58,B944-58,024052906431","14","69.5","82.5","145.2"
"B944-93,B944-93,024052906448","20","30","32","59.4"
"B944-94,B944-94,024052906455","85","12","81.5","68.2"
"B944-97,B944-97,024052906462","80.75","12","81.5","63.8"
"B947-31,B947-31,024052869934","20.75","42.63","71.5","196"
"B947-36,B947-36,024052869941","6","44.25","54.13","67"
"B947-46,B947-46,024052869958","20.75","54","43.5","157"
"B947-54,B947-54,024052869965","5.5","32","69.5","81"
"B947-56,B947-56,024052869972","5.5","32","85.38","95"
"B947-57,B947-57,024052869989","7.38","81.63","70.13","114"
"B947-58,B947-58,024052869996","8.13","83.38","85.38","138"
"B947-93,B947-93,024052870008","19.88","29.5","33.5","86"
"B947-94,B947-94,024052870015","85.75","18","78.25","46"
"B947-97,B947-97,024052870022","81.88","18","78.25","42"
"B950-31,B950-31,024052833225","19.13","32.25","70","195"
"B950-36,B950-36,024052833232","1.5","41.25","37.13","53"
"B950-46,B950-46,024052833249","19.13","50","36","156"
"B950-54,B950-54,024052833256","83.5","15.75","64.38","95"
"B950-56,B950-56,024052833263","81.75","15.38","80.63","103"
"B950-57,B950-57,024052833270","2","55.5","65.75","70"
"B950-58,B950-58,024052833287","2","55.5","81.5","84"
"B950-92,B950-92,024052833294","17.13","26.88","28.13","66"
"B950-94,B950-94,024052833300","85.75","15.38","80.63","109.25"
"B970-31,B970-31,024052814231","20","41.5","72","183"
"B970-36,B970-36,024052814248","1","34","50","44"
"B970-46,B970-46,024052814255","20","57.5","43.5","148"
"B970-54,B970-54,024052814262","82.5","16","65.25","79"
"B970-56,B970-56,024052814279","82.5","16","81.25","89"
"B970-57,B970-57,024052814286","5.75","60","65.63","70"
"B970-58,B970-58,024052814293","5.75","60","81.63","85"
"B970-74,B970-74,024052814309","82.25","16","64.75","92"
"B970-76,B970-76,024052814316","82.25","16","80.75","95"
"B970-77,B970-77,024052814323","10","58","65.13","73"
"B970-78,B970-78,024052814330","10","58","81.13","93"
"B970-91,B970-91,024052814347","20","29.13","29","75"
"B970-94,B970-94,024052814354","86.5","16","81.25","98.8"
"B970-95,B970-95,024052814361","86.25","16","80.75","106.2"
"B974-31,B974-31,024052852615","20.13","39.88","72","235"
"B974-36,B974-36,024052852622","2","34.25","50","49"
"B974-46,B974-46,024052852639","20","60","42","219"
"B974-50,B974-50,024052852646","21.25","11","53.38","132"
"B974-54,B974-54,024052852653","2.75","19.38","65.38","61"
"B974-56,B974-56,024052852660","2.75","19.38","81.38","80"
"B974-57,B974-57,024052852677","2.75","63.38","65.38","106"
"B974-58,B974-58,024052852684","2.75","63.38","81.38","127"
"B974-74,B974-74,024052852691","90.75","14.75","67.75","80"
"B974-76,B974-76,024052852707","90.75","14.75","83.75","82"
"B974-77,B974-77,024052852714","7.5","50","68.75","144"
"B974-78,B974-78,024052852721","7.5","50","84.75","171"
"B974-92,B974-92,024052852578","19","26.88","29.13","70"
"B974-94S,B974-94S,024052852585","84.63","11.75","80.38","60"
"B974-95,B974-95,024052852592","94.75","14.75","83.75","90"
"B974-97S,B974-97S,024052852608","80.63","18.75","80.38","40"
"B980-31,B980-31,024052852738","21.13","37.63","72.13","233"
"B980-36,B980-36,024052852745","1.88","38.88","48","41"
"B980-46,B980-46,024052852752","21","55.5","43.13","201"
"B980-54,B980-54,024052852769","4.5","26","66.5","66"
"B980-56,B980-56,024052852776","4.5","26","82.5","80"
"B980-57,B980-57,024052852783","7.88","71","68","93"
"B980-58,B980-58,024052852790","7.88","71","84","114"
"B980-93,B980-93,024052852806","21","29.5","33","97"
"B980-94,B980-94,024052852813","86.63","14","78.38","36.1"
"B980-97,B980-97,024052852820","82.63","14","78.38","31"
"B983-31,B983-31,024052814378","19","36.5","69.13","165"
"B983-36,B983-36,024052814385","1","40","38.75","38"
"B983-46,B983-46,024052814392","19","57.75","40","145"
"B983-54,B983-54,024052814408","2","28","64.13","44"
"B983-57,B983-57,024052814422","3.5","60","64.25","52"
"B983-58,B983-58,024052814439","3.38","60","80.13","60"
"B983-74,B983-74,024052814446","2","28","64.25","36"
"B983-76,B983-76,024052814453","2","28","80.13","45"
"B983-77,B983-77,024052814460","2","60","64.25","61"
"B983-78,B983-78,024052814477","2","60","80.13","74"
"B983-94,B983-94,024052814491","86.38","14.75","79.38","67.6"
"B983-95,B983-95,024052814507","85.13","13.88","79","47.6"
"B983-96,B983-96,024052814514","82.38","15","63.88","55"
"B983-97,B983-97,024052814521","82.38","14.75","79.38","58"
"B983-98,B983-98,024052814538","81","15","64","36"
"B983-99,B983-99,024052814545","81.13","13.88","79","39"
"B984-31,B984-31,024052814552","19.13","36.5","69.13","164"
"B984-36,B984-36,024052814569","1","40","38.75","36"
"B984-46,B984-46,024052814576","19.13","58.13","40","144"
"B984-54,B984-54,024052814583","2","28","64.25","44"
"B984-56,B984-56,024052814590","2","28","80.13","56"
"B984-57,B984-57,024052814606","2","60","64.13","65"
"B984-58,B984-58,024052814613","2","60","80.25","81"
"B984-93,B984-93,024052814620","19.13","28.13","32","83"
"B984-94,B984-94,024052814637","86.38","14.5","80","63.85"
"B984-96,B984-96,024052814644","82.38","14.5","63.88","54"
"B984-97,B984-97,024052814651","82.38","14.5","80","56"
"B989-31,B989-31,024052832853","20","41.5","71","297"
"B989-36,B989-36,024052832532","2.13","33.13","48.88","42"
"B989-48,B989-48,024052832549","19.88","61.38","45.13","283"
"B989-54S,B989-54S,024052832563","21","17.88","63.5","57"
"B989-56S,B989-56S,024052832570","21","17.88","79.5","65"
"B989-57,B989-57,024052832587","2.38","63","64.13","77"
"B989-58,B989-58,024052832594","2.38","63","80.25","93"
"B989-92,B989-92,024052832600","19.88","26.88","27.13","65"
"B989-94,B989-94,024052832617","85.25","17.88","79.25","124.7"
"B989-96,B989-96,024052832624","81.25","17.88","63.38","105"
"B989-97,B989-97,024052832631","81.25","17.88","79.25","117"
"D109-124,D109-124,024052833188","16.25","24","16.25","11"
"D109-130,D109-130,024052833195","16.25","30.25","16.13","12"
"D109-224,D109-224,024052833201","16.25","24","16.25","13"
"D109-230,D109-230,024052833218","16.25","30.25","16.13","13"
"D119-130,D119-130,024052814668","19.5","35.13","19.5","17"
"D119-230,D119-230,024052814675","19.5","35.13","19.5","17"
"D119-530,D119-530,024052814682","19.75","42.5","19.75","21.5"
"D119-630,D119-630,024052814699","19.75","42.5","19.75","20"
"D120-130,D120-130,024052374940","18","45","16.25","15"
"D120-230,D120-230,024052420128","18","45","16.25","15"
"D120-330,D120-330,024052374964","19","43.25","17.75","20"
"D120-530,D120-530,024052374971","18","48","19.88","21"
"D120-630,D120-630,024052420135","18","48","19.88","21"
"D120-830,D120-830,024052718447","18","45","16.25","14"
"D121-130,D121-130,024052779424","21","45","18","15"
"D121-730,D121-730,024052779462","18.5","42.5","15.5","13"
"D121-830,D121-830,024052779479","18.5","42.5","15.5","13"
"D130-124,D130-124,024052814705","20.5","40.5","18.13","14"
"D130-130,D130-130,024052814712","20.5","45.5","18.13","12"
"D130-224,D130-224,024052814729","20.5","40.5","18.13","12"
"D130-230,D130-230,024052814736","20.5","45.5","18.13","12"
"D154-223,D154-223,024052191769","42.13","36","42.13","123"
"D163-223,D163-223,024052828023","42.13","36.13","42.13","124"
"D194-01,D194-01,024052844696","20.75","38.75","18.63","16"
"D194-15,D194-15,024052844702","42.75","30","42.75","44"
"D200-02,D200-02,024052784701","20","32.38","18.25","8.25"
"D200-230,D200-230,024052814774","18.89","43.7","18.11","11"
"D205-13,D205-13,024052672763","36","36.13","36","43"
"D225-124,D225-124,024052690248","21.75","34.5","19","12"
"D225-230,D225-230,024052690279","21.88","40","19.88","12"
"D225-330,D225-330,024052690293","21.88","40","19.88","12"
"D250-01,D250-01,024052288124","21.75","38.25","17.75","12.5"
"D250-02,D250-02,024052288131","21.75","38.25","17.75","12.5"
"D250-05,D250-05,024052784732","21.5","38","17.88","12"
"D250-06,D250-06,024052784749","23.5","37.88","17.5","11"
"D250-25,D250-25,024052288148","23.75","29.75","45","31"
"D261-01,D261-01,024052673661","22","37.75","17.75","15"
"D261-225,D261-225,024052830118","36","30","36","110"
"D262-01,D262-01,024052833065","22.63","34.25","18.38","12"
"D262-15,D262-15,024052833072","39.38","30","39.38","70"
"D270-130,D270-130,024052832655","14.25","30.75","19.75","12"
"D270-230,D270-230,024052832679","14.25","30.75","19.75","12"
"D271-124,D271-124,024052784763","20.13","33","18.75","19"
"D271-224,D271-224,024052784770","20.13","33","18.75","19"
"D275-01,D275-01,024052500912","23","35.75","18.13","12"
"D275-02,D275-02,024052500929","23.13","35.63","18.13","12"
"D275-15,D275-15,024052500936","47.25","30.25","47.25","62"
"D275-624,D275-624,024052832686","17","29","18","13"
"D275-630,D275-630,024052832693","17","35","18.5","14"
"D275-724,D275-724,024052832709","17","29","18","13"
"D275-730,D275-730,024052832716","17","35","18","14"
"D282-124,D282-124,024052814798","18","37.63","18","14"
"D284-113,D284-113,024052490091","17.75","36.25","54","64"
"D286-00,D286-00,024052824704","16","19","49","36"
"D286-01,D286-01,024052824711","21.5","38.75","16.75","36"
"D286-35,D286-35,024052824728","66","30.25","36","131"
"D287-01,D287-01,024052676648","19.75","37.5","17.25","15"
"D287-15B,D287-15B,024052676655","30.25","27.63","30.25","16"
"D287-15T,D287-15T,024052676662","42.13","2.63","42.13","35"
"D291-00,D291-00,024052814804","16","18.5","49","41"
"D291-01,D291-01,024052648058","22.88","39.13","20.25","17"
"D291-13,D291-13,024052648072","42","36","42","67"
"D291-25,D291-25,024052648089","60.13","30","36","75"
"D291-26,D291-26,024052814811","36","30.25","66.13","133"
"D292-01,D292-01,024052795349","23","35.25","19.25","28"
"D292-15,D292-15,024052795356","47","30","47","66"
"D294-124,D294-124,024052648102","24","40.5","20.25","18"
"D307-130,D307-130,024052243024","19.5","29","19.5","10.5"
"D307-224,D307-224,024052795301","18.13","23.63","18.13","10"
"D307-230,D307-230,024052795318","19.25","29","19.25","11"
"D307-324,D307-324,024052795325","18.25","23.5","18.25","10"
"D307-330,D307-330,024052795332","19.38","29","19.38","11"
"D310-01,D310-01,024052288162","21.5","39.63","17.25","13"
"D310-15,D310-15,024052288186","36","30.13","36","32"
"D324-01,D324-01,024052784787","25.25","39","18.13","16.5"
"D324-02,D324-02,024052784794","25.25","39","18.13","16.5"
"D324-03,D324-03,024052784800","25.25","39","18.13","16"
"D329-01,D329-01,024052235869","23","40.38","20","18"
"D329-15,D329-15,024052235876","44.25","31.25","44.25","75"
"D334-024,D334-024,024052796629","18.5","27.25","18.5","14"
"D334-124,D334-124,024052796636","18.5","40.5","18.5","21"
"D334-52,D334-52,024052796643","16","35.5","72","45"
"D335-01,D335-01,024052420142","21.13","38.13","17.88","16"
"D335-15,D335-15,024052420159","40.13","29.88","40.13","48"
"D335-425,D335-425,024052395570","36","30.25","60","179"
"D336-024,D336-024,024052796599","18.5","27.25","18.5","15"
"D336-124,D336-124,024052796605","18.5","40.5","18.5","20"
"D336-52,D336-52,024052796612","16","35.5","72","45"
"D338-223,D338-223,024052440683","42","36","42","139"
"D368-425,D368-425,024052784824","60","30","36","147"
"D372-01,D372-01,024052395198","21.5","30.75","18.75","14"
"D372-06,D372-06,024052648133","21.5","30.75","18.75","13"
"D372-07,D372-07,024052673685","21.5","30.75","18.75","13"
"D372-08,D372-08,024052673692","21.5","30.75","18.75","14"
"D372-124,D372-124,024052395204","21.5","34.5","18.75","14"
"D372-130,D372-130,024052673708","21.5","39.25","18.75","15"
"D372-15,D372-15,024052395228","45.38","30.5","45.38","55"
"D372-16,D372-16,024052673715","42","30.13","42","48"
"D372-23,D372-23,024052648157","41.88","36","41.88","61"
"D372-624,D372-624,024052648164","21.5","34.5","18.75","11"
"D372-630,D372-630,024052673722","21.5","39.25","18.75","14.5"
"D372-724,D372-724,024052673739","21.5","34.5","18.75","14"
"D372-730,D372-730,024052673746","21.5","39.25","18.75","14.5"
"D372-824,D372-824,024052673753","21.5","34.5","18.75","14"
"D372-830,D372-830,024052673760","21.5","39.25","18.75","15"
"D374-01,D374-01,024052824735","22.25","37","18","15"
"D374-15,D374-15,024052824742","50","29.38","50","73"
"D380-424,D380-424,024052690309","20.75","38.88","19","25"
"D380-430,D380-430,024052690316","21.75","44.25","20","27"
"D380-524,D380-524,024052690323","20.5","38.75","19","25"
"D380-530,D380-530,024052690330","23.63","44.25","19","26"
"D380-624,D380-624,024052690347","20.5","39","19","25"
"D380-630,D380-630,024052690354","21.88","44.5","19","26"
"D380-724,D380-724,024052690361","23","37.5","23.63","27"
"D380-730,D380-730,024052690378","24","43.5","22.5","34"
"D380-830,D380-830,024052690392","22","43","23","34"
"D380-924,D380-924,024052690408","23","37.5","23.63","27"
"D380-930,D380-930,024052690415","22.5","43.5","24.25","29.5"
"D382-325,D382-325,024052852837","36","30","60","135"
"D383-223,D383-223,024052587654","42.13","36","42.13","120"
"D383-325,D383-325,024052587661","60.13","30","36","137"
"D384-223,D384-223,024052371161","42","36","42","126"
"D384-325,D384-325,024052371178","60","30.13","36","138"
"D385-223,D385-223,024052371284","42","36","42","126"
"D385-325,D385-325,024052371291","60","30.13","36","139"
"D388-024,D388-024,024052501254","16.13","24.38","21.25","12"
"D388-113,D388-113,024052587647","36","36","30","101"
"D388-124,D388-124,024052501261","21.5","40.13","18.75","18"
"D388-13,D388-13,024052501278","30","36","60","93"
"D388-223,D388-223,024052689617","17.38","36.13","74.13","100"
"D388-224,D388-224,024052778243","18.5","37.25","19","26"
"D388-230,D388-230,024052778250","20.38","43.38","19.25","28"
"D388-423,D388-423,024052852844","36","36","60","194"
"D388-425,D388-425,024052689624","60","29.75","36","174"
"D393-124,D393-124,024052844726","20.38","40.13","18.88","21"
"D393-13,D393-13,024052844733","30","36","60","92"
"D393-425,D393-425,024052844740","60","29.88","36","182"
"D394-00,D394-00,024052673777","15","18.5","48","36"
"D394-01,D394-01,024052673784","21.5","38.63","17.75","18"
"D394-024,D394-024,024052648171","16.25","24","21.25","13"
"D394-113,D394-113,024052673050","30","36","36","96"
"D394-124,D394-124,024052536348","21.25","41","18.38","19"
"D394-25,D394-25,024052673791","66","30.25","36","124"
"D394-32,D394-32,024052536355","30","36","60","97"
